약용식물번호,식물분류명,약용식물종명,식물과명,식물종학명,삭물생태설명,약용식물분포설명,약용식물약재명,이용방법설명,약용식물효과설명,약용식물복용방법설명
411,피자식물/쌍자엽식물,산토끼꽃,산토끼꽃과(Dipsacaceae),Dipsacus japonicus Miq.,2년 초로서 줄기는 곧추서고 전체에 가시 모양의 강모가 있다. 잎은 대생하고 엽병이 길고 날개가 있으며 우편은 장타원형 또는 4각상 난형이고 가장자리에 뾰족한 톱니가 있다. 꽃은 홍자색으로 8월에 두상화서로 달린다. 열매는 수과로 소총 포는 8개의 능선이 있다. ☞ 솔체꽃보다 소포는 작고 딱딱하다.,"한국(중남부). 중국, 일본",속단(續斷),1년생 뿌리를 9∼10월에 채취하여 그늘에서 말린다.,"강근골, 골절, 골절증, 안태, 옹종, 완선, 요배통, 유정증, 자궁냉증, 진통, 치핵, 타박상, 태루, 하지근무력증, 활혈","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 짓찧어 상처부위에 붙인다."
412,피자식물/쌍자엽식물,솔체꽃,산토끼꽃과(Dipsacaceae),Scabiosa tschiliensis Gruning,"산기슭 양지바른 곳에 자라는 2년 초로서 높이 50∼90㎝이고 퍼진 털과 꼬부라진 털이 있다. 뿌리에 달린 잎은 꽃이 필 때 없어지고, 줄기에 달린 잎은 대생하고 장타원형이며 끝이 둔하거나 뾰족하며 결각상의 톱니가 있다. 꽃은 하늘색으로 7∼9월에 두상화서로 달린다. 열매는 수과로 바늘 모양이다. ☞ 산토끼꽃 속에 비해 전체에 연모가 있고 두상화는 편평하다.","한국(중북부), 중국",산라복(山蘿蔔),꽃을 여름에 채취하여 말린다.,"강화, 두통, 발열, 사화, 청열, 해수, 황달.",(내복): 탕전(湯煎)하여 복용한다.
413,피자식물/쌍자엽식물,수박,박과(Cucurbitaceae),Citrullus vulgaris Schrad.,재배하는 일년생 덩굴식물로서 원줄기가 지상으로 벋으면서 가지가 갈라지고 전체에 흰털이 있다. 잎은 난형 또는 장타원형이며 깃처럼 깊게 갈라지고 열편은 3∼4쌍이며 불규칙한 톱니가 있다. 꽃은 연한 황색으로 5∼6월에 핀다. 열매는 장과로 원형 또는 타원형이고 과육은 적색(간혹 황색 또는 백색)이다.,"한국(전국), 아프리카",서과(西瓜),여름에 채취하여 생것으로 이용한다.,"감기, 강장, 거담, 거위, 고혈압, 곽란, 구내염, 구창, 기관지염, 담, 딸국질, 방광염, 보혈, 소아식탐, 요독증, 위경련, 이뇨, 일사병,전립선비대증, 정력증진, 주독, 지갈, 청서해열, 청열해독, 통리수도, 편도선염, 폐결핵, 해수, 혈뇨",(내복): 즙을 내어 복용한다.
414,피자식물/쌍자엽식물,참외,박과(Cucurbitaceae),Cucumis melo var. makuwa Makino,재배하는 1년생덩굴식물로서 원줄기가 옆으로 벋으면서 덩굴손으로 감으면서 다른 물체에 붙는다. 잎은 호생하고 손바닥 모양으로 얕게 갈라지며 심장저이고 가장자리에 톱니가 있다. 꽃은 연한 황색으로 6∼7월에 꽃부리가 5개로 갈라진다. 열매는 장과로 원주상 타원형이다.,"한국(전국), 인도",과체(瓜ㅁ),미숙한 과실의 꼭지를 채취하여 그늘에서 말린다.,"골수염, 구토, 부종, 소결산어, 식면체, 월경과다, 윤장, 중독증, 청서열, 청폐화염, 최토, 축농증, 충독, 황달","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 가루 내어 코에 삽입한다."
415,피자식물/쌍자엽식물,오이,박과(Cucurbitaceae),Cucumis sativus L.,재배하는 일년생 덩굴식물로서 덩굴손으로 감으면서 길게 벋으며 능선이 있고 굵은 털이 있다. 잎은 호생하고 잎자루가 길며 손바닥모양으로 얕게 갈라지고 가장자리에 톱니가 있다. 꽃은 황색으로 5∼6월에 핀다. 열매는 장과로 원주형이며 종자는 황백색이고 편평한 난형이다.,"한국(전국), 인도","황과(黃瓜), 황등과(黃瓜藤)",열매·줄기를 채취하여 말린다,"간작반, 고혈압, 골절, 골절통, 목마름, 구토, 기관지염, 사태, 식해 삼체, 여드름, 연골증, 외상, 요부염좌, 윤피부, 이뇨, 이수, 임질, 제열, 조갈증, 종독, 주독, 축농증, 태독, 폐기천식, 피부 미백, 피부 윤택, 해독, 해수, 어지럼, 화상, 황달, 흉부 답답, 흉통",(내복): 탕전(湯煎)하여 복용한다.
416,피자식물/쌍자엽식물,호박,박과(Cucurbitaceae),Cucurbita moschata Duchesne ex Poir,재배하는 일년생 덩굴식물로 덩굴의 단면이 5각형이고 부드러운 털이 있으며 덩굴손이 있다. 잎은 호생하고 잎자루가 길며 심장형 또는 신장형이고 가장자리가 5개로 얕게 갈라진다. 꽃은 황색으로 잎겨드랑이에서 1개씩 달린다. 열매는 장과로 크고 황갈색으로 익으며 많은 종자가 들어있다.,"한국(전국), 열대아메리카","남과근(南瓜根), 남과자(南瓜子)",뿌리·종자를 채취하여 말린다.,"각혈, 간경변증, 감기, 강장보호, 결막염, 경풍, 고혈압, 골다공증, 구창, 구충, 기관지염, 난산, 소아리수, 아편중독, 암내, 야뇨증, 야맹증, 요도염, 위암, 유즙결핍, 임신오조, 전립선비대증, 중풍, 청폐, 치핵, 탈항, 통락, 편도선비대, 하리, 해수, 홍역, 화병, 황달, 흉통 등",(내복): 탕전(湯煎)하여 복용한다.
417,피자식물/쌍자엽식물,박,박과(Cucurbitaceae),Lagenaria leucantha Rusby,재배하는 1년생덩굴식물로서 청록색으로서 전체에 털이 있고 덩굴손으로 감으며 벋는다. 잎은 호생하고 심장형 또는 신장형이고 손바닥 모양으로 얕게 갈라지며 심장저이고 부드러운 털이 있다. 꽃은 백색으로 7∼9월에 꽃부리가 저녁 때 수평으로 퍼졌다가 아침에 시든다. 열매는 장과로 구형이며 표면이 딱딱해진다.,"한국(전국), 열대아시아, 아프리카",고호로(苦壺盧),늙지 않은 과실을 채취하여 겉껍질을 제거하고 햇볕에 말린다.,"간염, 간질, 감기, 개선, 소아구루, 악창, 양모발약, 옴, 옹종, 이수소종, 종기, 종독, 치아동통, 통리수도, 황달","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 달여서 상처부위에 바른다."
418,피자식물/쌍자엽식물,수세미오이,박과(Cucurbitaceae),Luffa cylindrica Roem.,재배하는 일년생 덩굴식물로 덩굴손으로 감으며 올라가고 덩굴에 능선이 있다. 잎은 잎자루가 길며 손바닥모양으로 갈라지고 열편 끝이 뾰족하며 질이 거칠고 털이 없다. 꽃은 황색으로 8∼9월에 핀다. 열매는 녹색으로 원통형이며 섬유질이 발달해 있다.,"한국(전국), 열대아시아",사과(絲瓜),열매를 채취하여 햇볕에 말린다.,"각기, 간작반, 거담, 건비, 건위, 고환염, 동상, 부인하혈, 부종, 소아천식, 열병, 오심, 옹종, 외치, 요통, 월경이상, 윤피부, 이뇨, 이수, 이완출혈, 일사상, 임파선염, 자궁출혈, 장염, 적백리, 지음증, 치통, 치핵, 태독, 해독화염, 해수, 해열, 혈허복병, 호흡기질환, 활혈 등.",(내복): 탕전(湯煎)하거나 연미로 하여 복용한다. (외용): 즙을 내어 상처부위에 바르거나 가루 내어 개어 붙인다. ☞ 비위가 허약한 자는 복용을 금한다.
419,피자식물/쌍자엽식물,여주,박과(Cucurbitaceae),Momordica charantia L.,재배하는 1년생 덩굴식물로서 덩굴손으로 감으면서 올라간다. 잎은 덩굴손과 대생하고 5∼7개로 손바닥 모양으로 얕게 갈라지며 열편의 끝이 뾰족하다. 꽃은 황색이며 잎겨드랑이에 1개씩 달리며 포는 난형이며 녹색이다. 열매는 혹 같은 돌기로 덮여 있다.,"한국(중남부), 열대아시아",고과(苦瓜),과실을 가을에 채취하여 햇볕에 말리거나 선용(鮮用)한다.,"거담, 경신 익지, 맹장염, 명목, 열병, 옹종, 위경련, 위한증, 이질, 일체안병, 종독, 청서 조열, 치핵, 해독, 해열, 혈기 심통",(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처부위에 붙인다.
420,피자식물/쌍자엽식물,하늘타리,박과(Cucurbitaceae),Trichosanthes kirilowii Maxim.,산기슭 이하에 자라는 다년생 덩굴식물로서 덩굴손으로 다른 물체에 잘 붙으며 덩이뿌리가 있다. 잎은 호생하고 단풍잎처럼 5∼7개로 갈라지고 각 열편에 톱니가 있으며 심장저이다. 꽃은 2가화로서 7∼8월에 가지 끝에 1개의 꽃이 달린다. 열매는 장과로 둥글고 오랜지색으로 익는다. ☞노랑하늘타리에 비해 잎이 5∼7개로 갈라지고 열편에 거친 톱니가 있다.,"한국(중남부), 중국, 대만, 몽골",괄루인(括樓仁),10∼11월 과실을 채취하여 종자를 취하여 햇볕에 말린다.,"각혈, 강장보호, 객혈, 거담, 결핵, 경혈, 당뇨, 백적리, 선열, 식도암, 야뇨증, 어혈, 요도염, 유두염, 유즙결핍, 윤피부, 이뇨, 자궁경부암, 자양강장, 장풍, 적백리, 종창, 중풍, 창종, 최유, 치루, 치핵, 통경, 통리수도, 폐기천식, 폐위해혈, 피부윤택, 해수, 해열, 화상, 황달 등","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. ☞ 임신 중에는 금한다."
421,피자식물/쌍자엽식물,모시대,초롱꽃과(Campanulaceae),Adenophora remotiflora (Siebold & Zucc.) Miq.,숲의 약간 그늘진 곳에 자라는 다년초로서 높이 40∼100㎝이고 뿌리가 굵다. 잎은 호생하며 난상 심장형 또는 난형 넓은 피침형이며 끝이 뾰족하고 가장자리에 예리한 톱니가 있다. 꽃은 자주색으로 8∼9월에 원줄기 끝에서 원추화서에 달린다. ☞ 잔대 종류보다 잎이 심장형이며 엽병이 길다.,"한국(전국), 중국, 일본, 러시아",제니(薺ㅁ),"뿌리를 가을부터 봄까지 채취하여 햇볕에 말리거나, 선용(鮮用)한다.","간염, 경기, 급성간염, 기관지염, 열광, 열질, 옹종, 익담기, 인후통증, 종독, 청열, 폐결핵, 한열, 한열왕래, 해독, 해수, 해열, 혈림, 화염","(내복): 탕전(湯煎)하거나 환제로 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 가루를 내어 개어 바른다."
422,피자식물/쌍자엽식물,초롱꽃,초롱꽃과(Campanulaceae),Campanula punctata Lam.,산야의 풀밭에 자라는 다년초로서 높이 40∼100㎝이고 전체에 퍼진 털이 있으며 옆으로 자라는 포복지가 있다. 뿌리에 돋은 잎은 잎자루가 길고 난상 심장형이며 줄기에 달린 잎은 삼각상 난형 또는 피침형이고 톱니가 있다. 꽃은 백색 또는 연한 홍자색에 반점이 있으며 6∼8월에 종 모양으로 달린다. ☞ 자주꽃방망이보다 꽃은 종 모양으로 드리우고 짧은 소화경이 있다.,"한국(전국), 중국, 일본, 러시아",자반풍령초(紫斑風領草),전초를 채취하여 말린다.,"경풍, 보익, 보폐, 인후염, 천식, 최생, 편도선염, 한열, 해산촉진.",(내복): 탕전(湯煎)하여 복용한다.
382,피자식물/쌍자엽식물,배풍등,가지과(Solanaceae),Solanum lyratum Thunb.,산에 자라는 다년초로서 길이가 3m에 달하고 끝이 덩굴 같으며 선상의 털이 있다. 잎은 호생하며 난형 또는 장타원형이며 첨두 심장저이고 기부에서 1∼2쌍의 열편이 갈라진다. 꽃은 백색으로 8∼9월에 꽃차례는 잎과 대생하며 가장자리가 갈라진다. 열매는 장과로 둥글고 적색으로 익는다. ☞ 산꽈리에 비해 꽃이 백색이며 선모가 많다.,"한국(전국), 일본",배풍등(排風藤),전초를 6∼10월에 채취하여 햇볕에 말린다.,"간염, 감기, 거풍해독, 관절염, 관절통, 급성간염, 부종, 신경통, 옹종, 요도염, 종기, 종독, 청열, 청열이습, 풍, 학질, 해독, 해열, 황달","(내복): 탕전(湯煎)하거나, 술에 담가서 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 달여서 상처부위를 닦아 낸다."
383,피자식물/쌍자엽식물,가지,가지과(Solanaceae),Solanum melongena L.,재배하는 일년초로서 높이가 60∼100㎝이고 회색 털이 있다. 잎은 호생하며 잎자루가 길며 난상 타원형이고 끝이 뾰족하다. 꽃은 자주색으로 6∼9월에 마디 사이에서 꽃자루가 나와 소수의 꽃이 달린다. 열매는 장과로 긴 원통형이며 흑자색이다.,"한국(전국), 인도",가자(茄子),과실 성숙기에 채취하여 햇볕에 말리거나 선용(鮮用)한다.,"각기, 경중양통, 고혈압, 구내염, 동상, 딸국질, 부인하혈, 생선중독, 소종, 수은중독, 아감, 열질, 요통, 위경련, 위궤양, 위암, 유두파열, 음양음창, 인두염, 종창, 주체, 진통, 청열, 충치, 치통, 치핵, 타박, 통리수도, 파상풍, 표저, 풍치, 피임, 하혈, 해열, 활혈, 후두염 등","(내복): 환제나 산제로 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 가루를 내어 상처부위에 개어 붙인다."
384,피자식물/쌍자엽식물,까마중,가지과(Solanaceae),Solanum nigrum L.,밭이나 길가에 자라는 1년초로서 높이가 20∼90㎝이고 원줄기에 능선이 약간 있다. 잎은 난형이며 예두 또는 둔두이고 원저 또는 예저이며 가장자리가 밋밋하거나 물결형 톱니가 있다. 꽃은 백색으로 5∼7월에 잎보다 먼저 나오며 산형으로 달린다. 열매는 장과로 둥글고 흑색으로 익는다. ☞ 배풍등에 비해 줄기가 곧추서고 화서가 갈라지지 않는다.,"한국(전국), 온대와 열대에 널리 분포",용규자(龍葵子),열매를 채취하여 말린다.,"감기, 강장, 고혈압, 근시, 기관지염, 대하증, 부종, 식견육체, 식우육체, 식해삼체, 신경통, 옹종, 유옹, 이뇨, 이뇨통림, 일체안병, 장티푸스, 종기, 종독, 좌골신경통, 진통, 청열해독, 치열, 타박상, 탈항, 통리수도, 폐기천식, 학질, 해독, 해수, 해열, 화농, 활혈, 황달 등","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 달여서 상처부위를 닦아 낸다."
385,피자식물/쌍자엽식물,감자,가지과(Solanaceae),Solanum tuberosum L.,재배하는 다년초로 높이 60∼100㎝이고 지하경 끝이 덩이줄기로 되며 독특한 냄새가 난다. 잎은 호생하며 1회 우상복엽이고 소엽은 5∼9개이며 가장자리가 밋밋하다. 꽃은 백색 또는 자주색으로 6월 잎겨드랑이에서 자란다. 열매는 장과로 짙은 녹색이며 황록색으로 익는다.,"한국(전국), 페루, 칠레",양우(洋芋),근경을 채취하여 서늘한 곳에 보관한다.,"건비, 건위, 고혈압, 과민성대장증후군, 구내염, 민감체질, 보기, 볼거리염, 소염, 완화, 위궤양, 인두염, 장위카타르, 절옹, 충치, 타박상, 태독, 피부염, 화상","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 달여서 상처부위를 닦아 낸다."
386,피자식물/쌍자엽식물,주름잎,현삼과(Scrophulariaceae),Mazus pumilus (Burm.f.) Steenis,"약간 습기가 있는 곳에 자라는 일년초로 높이 5∼20㎝이고 밑에서 몇 개의 원줄기가 자란다. 잎은 대생하며 도란형 또는 장타원상 주걱형이고 끝이 둥글며 가장자리에 둔한 톱니가 있다. 꽃은 5∼8월에 원줄기 끝에 몇 개씩 총상으로 달린다. 열매는 삭과이며 둥글고 꽃받침으로 싸여 있다. ☞ 누운주름잎에 비해 포복지가 없으며, 꽃은 연한 자주색이다.","한국(전국), 중국, 일본, 대만, 러시아, 인도, 자바",통천초(通泉草),"전초를 여름, 가을에 채취하여 햇볕에 말리거나, 선용(鮮用)한다.","소종, 옹종, 종기, 종독, 지통, 편두통, 해독, 화상","(외용): 짓찧어 상처부위에 붙이거나, 가루를 내어 상처부위에 뿌린다."
387,피자식물/쌍자엽식물,오동나무,현삼과(Scrophulariaceae),Paulownia coreana Uyeki,마을 근처에 자라는 낙엽교목으로 높이가 15m에 달한다. 잎은 대생하며 난상 원형 또는 아원형이지만 5각형으로 되고 첨두 심장저이며 표면에 털이 거의 없고 뒷면에 갈색 성모가 있다. 꽃은 자주색으로 5∼6월에 가지 끝에서 원추화서로 달린다. 열매는 삭과로 난형이며 털이 없다. ☞ 참오동나무보다 잎 뒷면에 다갈색 털이고 화관에 자줏빛 선점이 없다.,한국(중남부) 특산,동피(桐皮),수피와 근피를 수시로 채취하여 햇볕에 말린다.,"각기, 감비, 경혈, 고혈압, 구충, 두풍, 식군대채체, 식마령서체, 오림, 오한, 음낭습, 음창, 음축, 임질, 장위카타르, 종기, 종독, 종창, 지혈, 해열",(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처부위에 붙이거나 달여서 상처부위를 닦아 낸다.
